,Retrieve_date,VM_serial,Code,Description,Values
139,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
140,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
141,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191018
142,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,145440
143,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
144,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
145,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
146,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191021
147,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,171421
148,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
149,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
150,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
151,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191024
152,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,151036
153,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
154,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
155,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
156,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191024
157,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,151219
158,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
159,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
160,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
161,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191119
162,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,103600
163,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
164,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
165,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
166,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191120
167,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,110316
168,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
169,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
170,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
171,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191120
172,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,131334
173,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
174,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
175,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
176,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191129
177,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,085031
178,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
179,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
180,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
181,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191202
182,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,093157
183,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
184,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
185,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
186,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191202
187,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,142827
188,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
189,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
190,2019-12-06 09:47:51,1190392,EA101,Event Identification,EDI_1
191,2019-12-06 09:47:51,1190392,EA102,Data of Event Occurance,191205
192,2019-12-06 09:47:51,1190392,EA103,Time of Event Occurance,164416
193,2019-12-06 09:47:51,1190392,EA201,Event Identification,EDI_1
194,2019-12-06 09:47:51,1190392,EA205,Event Activity,0
195,2019-12-06 09:47:51,1190392,EA701,Number of Power Outages Since Last Reset,9
196,2019-12-06 09:47:51,1190392,EA702,Number of Power Outages Since Initialisation,172
197,2019-12-06 09:47:51,1190392,EA301,Number Of Reads with RESET Since Initialisation,2025
198,2019-12-06 09:47:51,1190392,EA302,Date Of This Read Out,191206
199,2019-12-06 09:47:51,1190392,EA303,Time Of This Read Out,094751
200,2019-12-06 09:47:51,1190392,EA304,This Terminal / interrogator Identification,0000
201,2019-12-06 09:47:51,1190392,EA305,Date Of Last Read Out,191114
202,2019-12-06 09:47:51,1190392,EA306,Time Of Last Read Out,164538
203,2019-12-06 09:47:51,1190392,EA307,Last Terminal / interrogator Identification,0000
204,2019-12-06 09:47:51,1190392,PP101,Preselection Number,0
205,2019-12-06 09:47:51,1190392,PP102,Preselection Price,0
206,2019-12-06 09:47:51,1190392,PP103,Preselection Identification,SUGAR VARIATION
207,2019-12-06 09:47:51,1190392,PP104,Preselection Incremental Price,0
208,2019-12-06 09:47:51,1190392,PP105,Number of Times Preselection Used Since Initialisation,26882
209,2019-12-06 09:47:51,1190392,PP107,Number of Times Preselection Used Since Reset,115
210,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,1
211,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,4096
212,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,4426511
213,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,2
214,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,0
215,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,0
216,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,3
217,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,0
218,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,0
219,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,4
220,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,9110
221,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,4737250
222,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,5
223,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,15010
224,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,11246675
225,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,6
226,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,1560
227,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,69166
228,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,7
229,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,1190
230,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,4730079
231,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,8
232,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,8500
233,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,8144040
234,2019-12-06 09:47:51,1190392,SA201,Ingredient Number,9
235,2019-12-06 09:47:51,1190392,SA202,Quality of Ingredient Vended Since Last Reset,0
236,2019-12-06 09:47:51,1190392,SA203,Quantity of Ingredients Vended Since Initialisation,0
237,2019-12-06 09:47:51,1190392,PA101,Product Number,2
238,2019-12-06 09:47:51,1190392,PA102,Product Price,1
239,2019-12-06 09:47:51,1190392,PA103,Product Name,espresso
240,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
241,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,70
242,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
243,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,9
244,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
245,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
246,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
247,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
248,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
249,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
250,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
251,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,7
252,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,23
253,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,1
254,2019-12-06 09:47:51,1190392,PA101,Product Number,3
255,2019-12-06 09:47:51,1190392,PA102,Product Price,1
256,2019-12-06 09:47:51,1190392,PA103,Product Name,coffee black
257,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
258,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,46
259,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
260,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,5
261,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
262,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
263,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
264,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
265,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
266,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
267,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
268,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,39
269,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,59
270,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,9
271,2019-12-06 09:47:51,1190392,PA101,Product Number,4
272,2019-12-06 09:47:51,1190392,PA102,Product Price,1
273,2019-12-06 09:47:51,1190392,PA103,Product Name,macchiato
274,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
275,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,46
276,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
277,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,2
278,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
279,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
280,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
281,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
282,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
283,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
284,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
285,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,22
286,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,86
287,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,0
288,2019-12-06 09:47:51,1190392,PA101,Product Number,5
289,2019-12-06 09:47:51,1190392,PA102,Product Price,1
290,2019-12-06 09:47:51,1190392,PA103,Product Name,coffee white
291,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
292,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,47
293,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
294,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,3
295,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
296,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
297,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
298,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
299,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
300,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
301,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
302,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,59
303,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,147
304,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,2
305,2019-12-06 09:47:51,1190392,PA101,Product Number,6
306,2019-12-06 09:47:51,1190392,PA102,Product Price,1
307,2019-12-06 09:47:51,1190392,PA103,Product Name,cappuccino
308,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
309,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,99
310,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
311,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,5
312,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
313,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
314,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
315,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
316,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
317,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
318,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
319,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,168
320,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,408
321,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,8
322,2019-12-06 09:47:51,1190392,PA101,Product Number,7
323,2019-12-06 09:47:51,1190392,PA102,Product Price,1
324,2019-12-06 09:47:51,1190392,PA103,Product Name,milo
325,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
326,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,331
327,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
328,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,36
329,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
330,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
331,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
332,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
333,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
334,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
335,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
336,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,207
337,2019-12-06 09:47:51,1190392,PA402,Free Vends Cumulative Sales Value,419
338,2019-12-06 09:47:51,1190392,PA403,Free Vends Interval Period Item Counts,14
339,2019-12-06 09:47:51,1190392,PA101,Product Number,8
340,2019-12-06 09:47:51,1190392,PA102,Product Price,1
341,2019-12-06 09:47:51,1190392,PA103,Product Name,malt milk
342,2019-12-06 09:47:51,1190392,PA107,Selection Status,1
343,2019-12-06 09:47:51,1190392,PA201,Product Vends Cumulative Item Counts,0
344,2019-12-06 09:47:51,1190392,PA202,Product Vends Cumulative Sales Value,0
345,2019-12-06 09:47:51,1190392,PA203,Product Vends Interval Period Item Counts,0
346,2019-12-06 09:47:51,1190392,PA204,Product Vends Interval Period Sales Value,0
347,2019-12-06 09:47:51,1190392,PA205,Discounted Vends Cumulative Item Counts,0
348,2019-12-06 09:47:51,1190392,PA206,Discounted Vends Cumulative Sales Value,0
349,2019-12-06 09:47:51,1190392,PA207,Discounted Vends Interval Period Item Counts,0
350,2019-12-06 09:47:51,1190392,PA208,Discounted Vends Interval Period Sales Value,0
351,2019-12-06 09:47:51,1190392,PA301,Test Vends Cumulative Item Counts,0
352,2019-12-06 09:47:51,1190392,PA303,Test Vends Interval Period Item Counts,0
353,2019-12-06 09:47:51,1190392,PA401,Free Vends Cumulative Item Counts,0
